uid,storage_id,title,url
66da89cf,7301351,Explaining the experience of prenatal care and investigating the association between psychological factors with self-care in pregnant women during COVID-19 pandemic: a mixed method study protocol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7301351
ff898b9e,7301090,Telehealth in Urology: A Systematic Review of the Literature. How Much Can Telemedicine Be Useful During and After the COVID-19 Pandemic?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7301090
33db284f,7300965,Current status of mesenchymal stem cell therapy for immune/inflammatory lung disorders: Gleaning insights for possible use in ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7300965
e4f30315,7300768,A Spatio‐Temporal Analysis of the Environmental Correlates of COVID‐19 Incidence in Spain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7300768
78068611,7300763,What we know so far about Coronavirus Disease 2019 in children: A meta‐analysis of 551 laboratory‐confirmed cases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7300763
e6d68fc9,7300743,Cell‐based therapy to reduce mortality from ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7300743
55a81066,7300650,Binding affinities of 438 ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7300650
0a2f324c,7300470,Comparison of confirmed ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7300470
cfcfd529,7300372,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7300372
5360ee29,7299875,Conducting research in Radiation Oncology remotely during the COVID-19 pandemic: Coping with isolation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7299875
3fec1655,7298494,Targeting JAK-STAT Signaling to Control Cytokine Release Syndrome in COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7298494
4eff6211,7298449,Assessment of paediatric dental guidelines and caries management alternatives in the post COVID-19 period. A critical review and clinical recommendations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7298449
0310ddca,7298202,Importance of collecting data on socioeconomic determinants from the early stage of the COVID-19 outbreak onwards,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7298202
1b6e682b,7297932,Olfactory and gustatory dysfunctions due to the coronavirus disease (COVID-19): a review of current evidence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7297932
a1943780,7290955,Point-of-Care Diagnostic Tests for Detecting SARS-CoV-2 Antibodies: A Systematic Review and Meta-Analysis of Real-World Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7290955
ebd2d21e,7290769,"Hypertension, Thrombosis, Kidney Failure, and Diabetes: Is COVID-19 an Endothelial Disease? A Comprehensive Evaluation of Clinical and Basic Evidence",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7290769
ea771167,7280938,COVID-19: An Early Review of Its Global Impact and Considerations for Parkinson’s Disease Patient Care,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7280938
55d9d8ce,7280807,Estimate of the Basic Reproduction Number for COVID-19: A Systematic Review and Meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7280807
7eae2833,7270264,Ophthalmology in the time of COVID-19: experience from Hong Kong Eye Hospital,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7270264
3b68d68b,7296890,SOCRATES: an online tool leveraging a social contact data sharing initiative to assess mitigation strategies for COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7296890
0490b7c6,7296284,Incidence of acute kidney injury in COVID-19 infection: a systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7296284
cb9d892b,7295861,Impact of cardiovascular disease and cardiac injury on in-hospital mortality in patients with COVID-19: a systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7295861
623e4526,7295514,Incidence and clinical profiles of COVID-19 pneumonia in pregnant women: A single-centre cohort study from Spain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7295514
3343e389,7295267,Prevention and Treatment of Venous Thromboembolism Associated with Coronavirus Disease 2019 Infection: A Consensus Statement before Guidelines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7295267
c6ca0ad9,7294988,"High-flow nasal cannula for acute hypoxemic respiratory failure in patients with COVID-19: systematic reviews of effectiveness and its risks of aerosolization, dispersion, and infection transmission",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7294988
b436b5b5,7294885,COVID-19 Pandemic: Knowledge and Perceptions of the Public and Healthcare Professionals,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7294885
921e6603,7294766,Worldwide ACE (I/D) polymorphism may affect COVID-19 recovery rate: an ecological meta-regression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7294766
90fc8ea8,7294895,Systematic Review and Meta-Analysis of the Persistence and Disinfection ofHuman Coronaviruses and Their Viral Surrogates in Water and Wastewater,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7294895
ddfedf8d,7294275,From the trenches: inpatient management of coronavirus disease 2019 in pregnancy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7294275
75cd2638,7294191,"Analysing the Combined Health, Social and Economic Impacts of the Corovanvirus Pandemic Using Agent-Based Social Simulation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7294191
895ed459,7293848,Testing for SARS-CoV-2 (COVID-19): a systematic review and clinical guide to molecular and serological in-vitro diagnostic assays,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7293848
50157235,7288783,Airway Management in the Operating Room and Interventional Suites in Known or Suspected Coronavirus Disease 2019 Adult Patients: A Practical Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7288783
1cb72463,7281232,Older Cancer Patients during the COVID-19 Epidemic: Practice Proposal of the International Geriatric Radiotherapy Group,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281232
b91db9e1,7277420,Depression and Anxiety in Hong Kong during COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7277420
5e20e446,7277369,Distribution of the SARS-CoV-2 Pandemic and Its Monthly Forecast Based on Seasonal Climate Patterns,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7277369
6dd96d1f,7273516,Neurologic Characteristics in Coronavirus Disease 2019 (COVID-19): A Systematic Review and Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7273516
e81245e7,7249909,Psychological intervention on COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7249909
f4224ed9,7293763,Quality improvement tool for rapid identification of risk factors for SARS-CoV-2 infection among healthcare workers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7293763
8b2cbd23,7292953,"The effects of the Spanish COVID-19 lockdown on people, their pets and the human-animal bond",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7292953
cef12f0a,7289116,Detection of SARS-CoV-2 RNA in fecal specimens of patients with confirmed COVID-19: A meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7289116
d77c39cb,7286545,Genomic surveillance reveals multiple introductions of SARS-CoV-2 into Northern California,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7286545
d7009656,7279517,COVID-19: from epidemiology to treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7279517
358716dc,7272020,Maternal and neonatal outcomes associated with COVID-19 infection: A systematic review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7272020
8ad5aa07,7290222,Ayurvedic clinical profile of COVID-19 – A preliminary report,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7290222
97a31d8d,7288266,Systematic literature review on novel corona virus SARS-CoV-2: a threat to human era,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7288266
eab98d1d,7287426,On the evolutionary epidemiology of SARS-CoV-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7287426
445304bd,7286828,Metabolic syndrome and COVID-19: An update on the associated comorbidities and proposed therapies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7286828
3a6a6761,7286824,"Assessment of risk, severity, mortality, glycemic control and antidiabetic agents in patients with diabetes and COVID-19: A narrative review",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7286824
8974ede9,7285927,"Mitigating disruptions, and scalability of radiation oncology physics work during the COVID‐19 pandemic",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285927
de190f09,7284253,Nonsurgical management of resectable oral cavity cancer in the wake of COVID-19: A rapid review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7284253
5ce6a73e,7282368,Neurological and Psychological Effects of Coronavirus (COVID-19): An Overview of the Current Era Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7282368
6626411b,7265026,The Anxiety Status of Chinese Medical Workers During the Epidemic of COVID-19: A Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7265026
1665b584,7248959,Pharmacological (or Synthetic) and Nutritional Agonists of PPAR-γ as Candidates for Cytokine Storm Modulation in COVID-19 Disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7248959
f859e301,7280589,The role of interleukin‐6 in monitoring severe case of coronavirus disease 2019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7280589
e2a98209,7278709,Bioinformatics studies on a function of the SARS-CoV-2 spike glycoprotein as the binding of host sialic acid glycans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7278709
de5b14a5,7278286,"Reflection on Disruptions: Managing the City in Need, Saving the City in Need",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7278286
d037c4a7,7278251,Eating habits and lifestyle changes during COVID-19 lockdown: an Italian survey,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7278251
508ed04a,7269383,Laboratory Diagnosis of COVID-19: Current Issues and Challenges,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7269383
61610cf7,7275141,Review of practical recommendations for otolaryngologists and head and neck surgeons during the COVID-19 pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7275141
4a9f4315,7274996,Comparative analysis of laboratory indexes of severe and non-severe patients infected with COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274996
24f31ec6,7274948,Use of Tracheostomy During the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274948
08e3db99,7274599,A Systematic Review on Guidelines and Recommendations for Urology Standard of Care During the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274599
b45c626c,7274572,Subarachnoid hemorrhage guidance in the era of the COVID-19 pandemic – An opinion to mitigate exposure and conserve personal protective equipment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274572
e3f402e5,7258456,Pharmacologic Treatments and Supportive Care for Middle East Respiratory Syndrome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7258456
93ffc9a4,7277016,Myocyte Specific Upregulation of ACE2 in Cardiovascular Disease: Implications for SARS-CoV-2 mediated myocarditis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7277016
74b8bb92,7277008,"Resident physician exposure to novel coronavirus (2019-nCoV, SARS-CoV-2) within New York City during exponential phase of COVID-19 pandemic: Report of the New York City Residency Program Directors COVID-19 Research Group",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7277008
dba6801f,7277005,Assessment of Specimen Pooling to Conserve SARS CoV-2 Testing Resources,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7277005
a98603c6,7276997,Timing of antiviral treatment initiation is critical to reduce SARS-CoV-2 viral load,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7276997
f11f2f65,7276995,A single-cell atlas of the peripheral immune response to severe COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7276995
5c9191aa,7276991,Dominant extrafollicular B cell responses in severe COVID-19 disease correlate with robust viral-specific antibody production but poor clinical outcomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7276991
193d22b3,7276890,Persistent viral shedding of SARS‐CoV‐2 in faeces – a rapid review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7276890
88dfe155,7274254,Differential Redistribution of Activated Monocyte and Dendritic Cell Subsets to the Lung Associates with Severity of COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274254
e7648a80,7274253,The RBD Of The Spike Protein Of SARS-Group Coronaviruses Is A Highly Specific Target Of SARS-CoV-2 Antibodies But Not Other Pathogenic Human and Animal Coronavirus Antibodies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274253
8f8e5c17,7274246,Rapid generation of neutralizing antibody responses in COVID-19 patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274246
913abdb6,7274243,An inflammatory cytokine signature helps predict COVID-19 severity and death,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274243
56df4c5d,7274242,SARS-CoV-2 Detection in Different Respiratory Sites: A Systematic Review and Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274242
1eca86ff,7274229,Dose prediction for repurposing nitazoxanide in SARS-CoV-2 treatment or chemoprophylaxis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274229
4f732566,7274228,Characterization of Patients Who Return to Hospital Following Discharge from Hospitalization For COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274228
a2d3afac,7274227,Olfactory and Gustatory Dysfunction as An Early Identifier of COVID-19 in Adults and Children: An International Multicenter Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274227
81aaa395,7274223,Occurrence and Timing of Subsequent SARS-CoV-2 RT-PCR Positivity Among Initially Negative Patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274223
42220c68,7274215,Assessment of Hydroxychloroquine and Chloroquine Safety Profiles - A Systematic Review and Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274215
3cb388be,7273304,"Modeling the impact of social distancing, testing, contact tracing and household quarantine on second-wave scenarios of the COVID-19 epidemic",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7273304
6f034875,7273290,Disparities in Vulnerability to Severe Complications from COVID-19 in the United States,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7273290
3f79bb66,7273286,"Excess Out-Of-Hospital Mortality and Declining Oxygen Saturation: The Sentinel Role of EMS Data in the COVID-19 Crisis in Tijuana, Mexico",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7273286
854dc4ff,7273281,Variation in SARS-CoV-2 free-living survival and environmental transmission can modulate the intensity of COVID-19 outbreaks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7273281
bd22dd4c,7273255,Efficient prevalence estimation and infected sample identification with group testing for SARS-CoV-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7273255
38d0fbf0,7263559,The SARS-CoV-2 conserved macrodomain is a highly efficient ADP-ribosylhydrolase,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263559
1600cb61,7263557,Exceptional diversity and selection pressure on SARS-CoV and SARS-CoV-2 host receptor in bats compared to other mammals,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263557
3a2dea3e,7263556,Potently neutralizing human antibodies that block SARS-CoV-2 receptor binding and protect animals,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263556
c97f880a,7263553,A mouse-adapted SARS-CoV-2 model for the evaluation of COVID-19 medical countermeasures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263553
ad4337e6,7263552,Distinct conformational states of SARS-CoV-2 spike protein,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263552
c31bed60,7263551,SARS-CoV-2 spike protein binds heparan sulfate in a length- and sequence-dependent manner,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263551
804c5afd,7263550,Identification of Candidate COVID-19 Therapeutics using hPSC-derived Lung Organoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263550
08d84537,7263549,Human iPSC-Derived Cardiomyocytes are Susceptible to SARS-CoV-2 Infection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263549
2ef0ca2c,7263548,Neutralizing antibody and soluble ACE2 inhibition of a replication-competent VSV-SARS-CoV-2 and a clinical isolate of SARS-CoV-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263548
050b90e6,7263547,Transcriptional profiling reveals TRPM5-expressing cells involved in viral infection in the olfactory epithelium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263547
893c3ddb,7263546,Methods of inactivation of SARS-CoV-2 for downstream biological assays,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263546
2209b5b8,7263543,IgA MAb blocks SARS-CoV-2 Spike-ACE2 interaction providing mucosal immunity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263543
40edfc66,7263542,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263542
48ff26c7,7263540,"ACE2 and TMPRSS2 are expressed on the human ocular surface, suggesting susceptibility to SARS-CoV-2 infection",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263540
2b416564,7263508,Consensus transcriptional regulatory networks of coronavirus-infected human cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263508
31ba2539,7255795,Structural and functional analysis of a potent sarbecovirus neutralizing antibody,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7255795
8fd8f1b5,7255792,Robust computational design and evaluation of peptide vaccines for cellular immunity with application to SARS-CoV-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7255792
91c00ece,7255790,PSGL-1 inhibits the virion incorporation of SARS-CoV and SARS-CoV-2 spike glycoproteins and impairs virus attachment and infectivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7255790
bb17bcdd,7255785,Emergence of SARS-CoV-2 through Recombination and Strong Purifying Selection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7255785
168017b6,7255783,Comparative Performance of SARS-CoV-2 Detection Assays using Seven Different Primer/Probe Sets and One Assay Kit,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7255783
5428d8b1,7255782,A SARS-CoV-2 Vaccination Strategy Focused on Population-Scale Immunity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7255782
674c41b8,7217301,Leveraging mRNAs sequences to express SARS-CoV-2 antigens in vivo,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7217301
d0f2f396,7217088,"A systematic review of antibody mediated immunity to coronaviruses: antibody kinetics, correlates of protection, and association of antibody responses with severity of disease",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7217088
b1ca887c,7274122,C-reactive protein: A promising biomarker for poor prognosis in COVID-19 infection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7274122
51e3cf9d,7273036,Neurological Manifestations of COVID‐19: A systematic review and current update,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7273036
64acf7df,7272923,Recommended operating room practice during the ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7272923
9d3543c3,7271857,"Stem Cell Research Responds to COVID-19: Deepak Srivastava, Fiona Watt, and George Daley",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7271857
78100167,7270629,School closure and management practices during coronavirus outbreaks including COVID-19: a rapid systematic review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7270629
4674646e,7265654,Tracking Social Media Discourse About the COVID-19 Pandemic: Development of a Public Coronavirus Twitter Data Set,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7265654
7779b85b,7270517,Implications of COVID-19 in pediatric rheumatology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7270517
8a0d8ce2,7268883,Global Survey on Pancreatic Surgery During the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7268883
f0c79746,7268855,Prolonged fecal shedding of SARS-CoV-2 in pediatric patients. A quantitative evidence synthesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7268855
0850652d,7268836,A Practical Decontamination Framework for COVID-19 Front-line Workers Returning Home,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7268836
f04c6d3b,7268272,"Rapid response infrastructure for pandemic preparedness in a tertiary care hospital: lessons learned from the COVID-19 outbreak in Cologne, Germany, February to March 2020",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7268272
f2eb4a6c,7268184,Proposed algorithm during COVID-19 pandemic for patient management in medical retina clinic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7268184
3f72955d,7267805,The impact of ethnicity on clinical outcomes in COVID-19: A systematic review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7267805
64f17a17,7267631,Head and neck survivorship care in the times of the ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7267631
1f4f44f4,7267450,Neuraxial anaesthesia and peripheral nerve blocks during the COVID‐19 pandemic: a literature review and practice recommendations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7267450
757d9595,7267177,COVID‐19 diagnosis and management: a comprehensive review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7267177
2b2b5acb,7264897,Visualizing the invisible: class excursions to ignite children’s enthusiasm for microbes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264897
3a31ab2f,7263216,Update on acute myocarditis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263216
a9cd95d9,7234275,Redesign of a rural emergency department to prepare for the COVID-19 pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7234275
cf33bae0,7233409,Diagnostic Performance of CT and Reverse Transcriptase-Polymerase Chain Reaction for Coronavirus Disease 2019: A Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7233409
c9151ec0,7264613,Experiences of Patients With Rheumatic Diseases in the United States During Early Days of the ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264613
689d5f51,7264612,Early institutional head and neck oncologic and microvascular surgery practice patterns across the United States during the ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264612
0e62772b,7263814,"Physical distancing, face masks, and eye protection to prevent person-to-person transmission of SARS-CoV-2 and COVID-19: a systematic review and meta-analysis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263814
90fd9eb4,7263076,Effectiveness of Common Fabrics to Block Aqueous Aerosols of Virus-likeNanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7263076
92f2b401,7262275,The impact of COPD and smoking history on the severity of COVID‐19: A systemic review and meta‐analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7262275
3adcfda5,7262144,Virological and clinical cure in COVID‐19 patients treated with hydroxychloroquine: A systematic review and meta‐analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7262144
f51f0f60,7261455,Forecasting the Future of Urology Practice: A Comprehensive Review of the Recommendations by International and European Associations on Priority Procedures During the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261455
e66c4005,7260522,COVID-19 pandemic and mental health consequences: Systematic review of the current evidence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7260522
90042047,7260446,Cytokine storm in COVID-19: pathogenesis and overview of anti-inflammatory agents used in treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7260446
4e84c59c,7258632,Clinical Course and Outcomes of 344 Intensive Care Patients with COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7258632
fbb1e529,7240856,Human gene and disease associations for clinical‐genomics and precision medicine research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7240856
a613380b,7236607,Emergency Response to COVID-19 in Canada: Platform Development and Implementation for eHealth in Crisis Management,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7236607
194d66ad,7258840,Technologies to Optimize the Care of Severe Coronavirus Disease 2019 Patients for Health Care Providers Challenged by Limited Resources,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7258840
2be3c591,7258796,Diabetes as a risk factor for greater COVID-19 severity and in-hospital death: A meta-analysis of observational studies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7258796
946a2b1f,7256553,Role of Intelligent Computing in COVID-19 Prognosis: A State-of-the-Art Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7256553
e197500b,7256350,Laboratory findings of COVID-19: a systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7256350
034089d6,7235412,COVID-19: The Conjunction of Events Leading to the Coronavirus Pandemic and Lessons to Learn for Future Threats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235412
901df592,7235364,Neurobehavioral Effects of Restricted and Unpredictable Environmental Enrichment in Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235364
82c03891,7232605,Management of COVID-19-Positive Pediatric Patients Undergoing Minimally Invasive Surgical Procedures: Systematic Review and Recommendations of the Board of European Society of Pediatric Endoscopic Surgeons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7232605
74590442,7255448,An Updated Systematic Review of the Therapeutic Role of Hydroxychloroquine in Coronavirus Disease-19 (COVID-19),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7255448
21274c18,7255350,Co-infections in people with COVID-19: a systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7255350
79b0ac80,7252059,The Use of Bronchoscopy During the Coronavirus Disease 2019 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7252059
b24b67de,7251362,Lactate dehydrogenase levels predict coronavirus disease 2019 (COVID-19) severity and mortality: A pooled analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251362
856a7250,7251348,Does poor glucose control increase the severity and mortality in patients with diabetes and COVID-19?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251348
31f0748e,7251321,Treatments Administered to the First 9152 Reported Cases of COVID-19: A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251321
2d1404f0,7250661,Evaluation of the potential incidence of COVID-19 and effectiveness of containment measures in Spain: a data-driven approach,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250661
aca9bba9,7247866,Role of biological Data Mining and Machine Learning Techniques in Detecting and Diagnosing the Novel Coronavirus (COVID-19): A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7247866
fbdc548f,7245288,"COVID-19 spreading in Rio de Janeiro, Brazil: Do the policies of social isolation really work?",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7245288
2bd4b461,7245259,International guidelines and recommendations for surgery during Covid-19 pandemic: A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7245259
f956cfde,7244436,"Enhanced platelet inhibition treatment improves hypoxemia in patients with severe Covid-19 and hypercoagulability. A case control, proof of concept study",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7244436
e6c6e5a0,7243794,Mechanobiology predicts raft formations triggered by ligand-receptor activity across the cell membrane,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7243794
fe094954,7242181,Plans to Reactivate Gastroenterology Practices Following the COVID-19 Pandemic: A Survey of North American Centers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7242181
d0a71b80,7242089,Modifying a Full-Face Snorkel Mask to Meet N95 Respirator Standards for Use With Coronavirus Disease 2019 Patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7242089
1e481bd1,7241573,COVID-19 and newborn health: systematic review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7241573
3178c3e4,7232374,The Viral Macrodomain Counters Host Antiviral ADP-Ribosylation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7232374
b6ac7b3d,7231098,A Systematic Review of COVID-19 Epidemiology Based on Current Evidence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7231098
a506bfc7,7241375,School-Based Telemedicine Interventions for Asthma: A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7241375
554c2e79,7241359,Part II. high-dose methotrexate with leucovorin rescue for severe COVID-19: An immune stabilization strategy for SARS-CoV-2 induced ‘PANIC’,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7241359
